Date,Exit Date,From State,To State,Exited Asset,Entered Asset,Duration Days,Whipsaw,Entry Price,Exit Price,Previous 10D High,Following 10D Low,Entry vs 10D Low,Exit vs Previous 10D High,Return 1D,Return 3D,Return 5D,Return 10D,Return 20D,MAE,MFE,Downside Avoided,Upside Captured,Timing Score,Outcome Score,Transition Quality,Timing Class
1993-02-16,1993-02-17,AGGRESSIVE,MODERATE,TQQQ,QLD,1,True,0.384574654028,1.16830539418,1.53442023947,0.384574654028,0.0,-0.23860141822455283,,,,,,0.0,0.0,-0.04995299450017632,0.0,100.0,,,EXCELLENT
1993-02-17,1993-02-25,MODERATE,DEFENSIVE,QLD,TLT,6,False,,0.394262416963,0.432219315753,,,-0.08781860830044708,,,,,,,,-0.024671807257025224,,82.43627833991059,54.934361451405046,71.43551158450836,GOOD
1993-02-25,1993-03-02,DEFENSIVE,MODERATE,TLT,QLD,3,True,0.394262416963,,,0.388365161387,0.015184821303071194,,-0.00316353913367573,,,,,-0.014957691431576214,0.0,,0.0,96.96303573938576,,,EXCELLENT
1993-03-02,1993-12-14,MODERATE,DEFENSIVE,QLD,TLT,200,False,,0.440347044165,0.485921801692,,,-0.09379031228544765,,,,,,,,0.0,,81.24193754291046,50.0,68.74516252574628,GOOD
1993-12-14,1993-12-22,DEFENSIVE,MODERATE,TLT,QLD,6,False,0.440347044165,,,0.440347044165,0.0,,0.01087479643489031,0.03203918354840485,0.028879713724693223,,,0.0,0.035493743912003106,,0.035493743912003106,100.0,55.77594274493865,82.31037709797546,EXCELLENT
1993-12-22,1994-04-04,MODERATE,AGGRESSIVE,QLD,TQQQ,70,False,1.43259950924,0.415218048776,0.515663670269,1.43259950924,0.0,-0.1947890209923102,0.014460375364075073,0.048416326421050204,0.07158711949748353,0.12233543036949324,0.17879260107095973,0.0,0.18334607507951972,-0.1086777421309636,0.18334607507951972,100.0,85.75852021419195,94.30340808567678,EXCELLENT
1994-04-04,1994-04-05,AGGRESSIVE,MODERATE,TQQQ,QLD,1,True,0.415218048776,1.37946802549,1.66904841578,0.415218048776,0.0,-0.17350029367163078,,,,,,0.0,0.0,-0.24630713107635072,0.0,100.0,,,EXCELLENT
1994-04-05,1994-05-17,MODERATE,DEFENSIVE,QLD,TLT,29,False,,0.378475990301,0.417656364913,,,-0.09381007427041488,,,,,,,,0.0,,81.23798514591702,50.0,68.74279108755022,GOOD
1994-05-17,1994-06-24,DEFENSIVE,MODERATE,TLT,QLD,27,False,0.378475990301,,,0.378475990301,0.0,,0.04465510374002535,0.05420667455730488,0.09141201395492748,0.10300824542923981,0.09095275832589333,0.0,0.12319806044477866,,0.12319806044477866,100.0,70.60164908584795,88.24065963433918,EXCELLENT
1994-06-24,1994-07-15,MODERATE,DEFENSIVE,QLD,TLT,14,False,,0.387050900948,0.391251088495,,,-0.010735273767944253,,,,,,,,-0.0424954599917331,,97.85294524641115,58.49909199834662,82.11140394718534,EXCELLENT
1994-07-15,1994-08-24,DEFENSIVE,MODERATE,TLT,QLD,28,False,0.387050900948,,,0.370602994872,0.044381471017741925,,0.004894281486905738,-0.0424954599917331,-0.013390147358670612,0.012665489869660984,0.047469494836464454,-0.0424954599917331,0.047469494836464454,,0.047469494836464454,91.12370579645162,59.49389896729289,78.47178306478813,EXCELLENT
1994-08-24,1994-09-15,MODERATE,AGGRESSIVE,QLD,TQQQ,15,False,1.27179865522,0.469035994863,0.455517040888,1.27179865522,0.0,0.029678261758650626,0.023100905178200515,0.07636909906403289,0.07049027706708189,0.08966336531490837,,0.0,0.10261198716822473,-0.12023278430575868,0.10261198716822473,100.0,67.93267306298168,87.17306922519268,EXCELLENT
1994-09-15,1994-10-28,AGGRESSIVE,MODERATE,TQQQ,QLD,31,False,0.469035994863,1.46204949348,1.39836972342,0.412642491261,0.1366643154699516,0.045538578956256126,-0.013168301157364448,-0.050773092911463924,-0.06701934182510161,-0.07927378129446228,-0.04210818659827764,-0.12023278430575868,0.0,-0.11626827904805481,0.0,72.66713690600967,41.57836268034447,60.231627215743586,GOOD
1994-10-28,1994-11-22,MODERATE,AGGRESSIVE,QLD,TQQQ,17,False,1.46204949348,0.440631459712,0.474955641737,1.33620764054,0.09417836653676326,-0.07226818466556195,0.008349754679605859,-0.02278048142592204,-0.07689039763108241,-0.05705143920364886,,-0.0860722249836211,0.008349754679605859,-0.06204851314944693,0.008349754679605859,81.16432669264735,38.58971215927023,64.1344808792965,GOOD
1994-11-22,1995-01-13,AGGRESSIVE,MODERATE,TQQQ,QLD,35,False,0.440631459712,1.38773345441,1.36078129011,0.41329093279,0.06615322222878817,0.019806389532164514,-0.004092678941214789,0.028789875877885507,0.03302636464611841,-0.014698167798171013,-0.008349293782619727,-0.06204851314944693,0.05540232305690518,-0.07065363018987358,0.05540232305690518,86.76935555424237,56.60527292922368,74.70372250423489,EXCELLENT
1995-01-13,1995-05-30,MODERATE,AGGRESSIVE,QLD,TQQQ,94,False,1.38773345441,0.616089191497,0.67252852354,1.28968504812,0.07602507793117952,-0.08392109786796742,0.022647237998136838,0.06342415682226266,-0.006683243392689664,-0.030791147265500363,0.13800273413558495,-0.07065363018987358,0.13800273413558495,0.0,0.13800273413558495,84.7949844137641,77.60054682711699,81.91720937910526,GOOD
1995-05-30,1995-06-20,AGGRESSIVE,MODERATE,TQQQ,QLD,15,False,0.616089191497,2.87915158251,2.74090396609,0.616089191497,0.0,0.05043869399671652,0.024676776891766172,0.04320183790487686,0.05264950013030356,0.09470823809166617,,0.0,0.2042430222647602,-0.06897685030076406,0.2042430222647602,100.0,68.94164761833323,87.5766590473333,EXCELLENT
1995-06-20,1995-06-27,MODERATE,AGGRESSIVE,QLD,TQQQ,5,True,2.87915158251,0.732228021557,0.784757371487,2.81301494289,0.023510945004811434,-0.06693705830435792,-0.022970877956464797,0.025650493565058108,,,,-0.022970877956464797,0.03418615040900108,0.0,0.03418615040900108,95.29781099903771,,,EXCELLENT
1995-06-27,1995-07-11,AGGRESSIVE,MODERATE,TQQQ,QLD,9,False,0.732228021557,3.23831638,3.41110029104,0.732228021557,0.0,-0.050653424495859745,0.010353902047997243,0.03792799466885488,0.05801814694098417,,,0.0,0.1764662189521813,-0.10491257927985409,0.1764662189521813,100.0,61.603629388196836,84.64145175527874,EXCELLENT
1995-07-11,1995-09-26,MODERATE,DEFENSIVE,QLD,TLT,54,False,,0.85697108939,0.942072128646,,,-0.09033388916654617,,,,,,,,-0.11948373001110812,,81.93322216669077,73.89674600222162,78.7186317009031,GOOD
1995-09-26,1995-10-04,DEFENSIVE,MODERATE,TLT,QLD,6,False,0.85697108939,,,0.831907676794,0.0301276371106336,,-0.015953941676996264,0.01255549694407887,-0.029246508903632118,,,-0.029246508903632118,0.049384013268317206,,0.049384013268317206,93.97447257787329,44.15069821927358,74.0449628344334,EXCELLENT
1995-10-04,1995-10-11,MODERATE,DEFENSIVE,QLD,TLT,5,True,,0.802408257581,0.899291761039,,,-0.1077331158311351,,,,,,,,0.0,,78.45337683377298,50.0,67.07202610026378,GOOD
1995-10-11,1995-10-12,DEFENSIVE,MODERATE,TLT,QLD,1,True,0.802408257581,,,0.802408257581,0.0,,,,,,,0.0,0.0,,0.0,100.0,,,EXCELLENT
1995-10-12,1996-02-05,MODERATE,DEFENSIVE,QLD,TLT,79,False,,0.907955094479,0.869206769937,,,0.04457894931583262,,,,,,,,-0.0522396968896538,,100.0,60.44793937793076,84.17917575117231,EXCELLENT
1996-02-05,1996-04-12,DEFENSIVE,MODERATE,TLT,QLD,47,False,0.907955094479,,,0.860523795554,0.05511910207487514,,0.011855874317415305,0.02616468686882789,0.030516535471282413,0.0013554383939067272,-0.007178653677514912,-0.0522396968896538,0.08798027859718949,,0.08798027859718949,88.97617958502497,56.10330709425648,75.82703058871758,EXCELLENT
1996-04-12,1996-05-02,MODERATE,AGGRESSIVE,QLD,TQQQ,14,False,3.06322144957,1.00635352688,1.05894755635,3.06322144957,0.0,-0.04966632120223413,0.029397707721275257,0.07574974384648958,0.1385087854583804,0.3235218454608022,,0.0,0.3614350669408566,0.0,0.3614350669408566,100.0,100.0,100.0,EXCELLENT
1996-05-02,1996-05-23,AGGRESSIVE,MODERATE,TQQQ,QLD,15,False,1.00635352688,4.46718215508,4.55178023215,1.00635352688,0.0,-0.018585712129172927,0.012950018062145796,0.011631357984395407,0.016343799619794375,0.11662388785367184,,0.0,0.11793140471017782,-0.12828279875230142,0.11793140471017782,100.0,73.32477757073437,89.32991102829375,EXCELLENT
1996-05-23,1996-07-01,MODERATE,AGGRESSIVE,QLD,TQQQ,26,False,4.46718215508,1.08509711921,1.06243816715,3.89411952569,0.14716102718712998,0.021327313683376925,-0.014283773041902537,-0.06560088346447834,-0.002533357511990131,-0.010575937579862082,-0.096928283082794,-0.12828279875230142,0.025874184800939615,-0.2506222741453702,0.025874184800939615,70.56779456257401,49.49332849760197,62.1380081365852,GOOD
1996-07-01,1996-07-05,AGGRESSIVE,MODERATE,TQQQ,QLD,3,True,1.08509711921,3.73499023678,4.27643817845,1.04283627465,0.040524908451409436,-0.12661189501077952,-0.020452424052289087,,,,,-0.03894660101094727,0.0,-0.2674873778308211,0.0,91.89501830971811,,,EXCELLENT
1996-07-05,1996-07-17,MODERATE,DEFENSIVE,QLD,TLT,8,False,,0.908653428072,1.06290425279,,,-0.14512203174755345,,,,,,,,-0.10510697874066932,,70.97559365048932,71.02139574813387,70.99391448954714,GOOD
1996-07-17,1996-07-23,DEFENSIVE,MODERATE,TLT,QLD,4,True,0.908653428072,,,0.886362638718,0.025148611166915247,,0.039144875224288,-0.024531673645139973,,,,-0.024531673645139973,0.039144875224288,,0.039144875224288,94.97027776661695,,,EXCELLENT
1996-07-23,1996-07-26,MODERATE,DEFENSIVE,QLD,TLT,3,True,,0.909444148508,0.944222553136,,,-0.03683284678224663,,,,,,,,-0.04093632963066185,,92.63343064355067,58.18726592613237,78.85496475658334,EXCELLENT
